Fecha,Acción,Filas,Columnas,Detalles / Hiperparámetros
2026-05-02_11-36-43,Guardado de Mapa,3,3,Archivo: mapa_3x3_113643.json | Alpha: 0.1 | Gamma: 0.9 | Eps: 0.1 | Épocas: 1000
