Fecha,Acción,Filas,Columnas,Detalles / Hiperparámetros
2026-05-02_11-09-23,Guardado de Mapa,8,8,Archivo: mapa_8x8_110923.json | Alpha: 0.1 | Gamma: 0.9 | Eps: 0.1 | Épocas: 1000
