Fecha,Acción,Filas,Columnas,Detalles / Hiperparámetros
2026-05-02_11-09-03,Guardado de Mapa,5,5,Archivo: mapa_5x5_110903.json | Alpha: 0.1 | Gamma: 0.9 | Eps: 0.1 | Épocas: 1000
